"set","rank","es","hit","metric"
"Oxidative phosphorylation",410,-0.492450462501415,0,-1.41452210211299
"Oxidative phosphorylation",411,-0.494614964665917,0,-1.42442320418021
"Oxidative phosphorylation",412,-0.496779466830419,0,-1.42939887214658
"Oxidative phosphorylation",413,-0.498943968994921,0,-1.45047798376481
"Oxidative phosphorylation",414,-0.466600521170347,1,-1.45767027941902
"Oxidative phosphorylation",415,-0.468765023334849,0,-1.46527332074354
"Oxidative phosphorylation",416,-0.470929525499351,0,-1.46707774304181
"Oxidative phosphorylation",417,-0.473094027663853,0,-1.46850870037407
"Oxidative phosphorylation",418,-0.475258529828356,0,-1.47080764216143
"Oxidative phosphorylation",419,-0.477423031992858,0,-1.47342879248953
"Oxidative phosphorylation",420,-0.47958753415736,0,-1.48250888210302
"Oxidative phosphorylation",421,-0.481752036321862,0,-1.50016142561843
"Oxidative phosphorylation",422,-0.483916538486364,0,-1.5095893140269
"Oxidative phosphorylation",423,-0.486081040650866,0,-1.51004652067451
"Oxidative phosphorylation",424,-0.488245542815368,0,-1.51297201768096
"Oxidative phosphorylation",425,-0.490410044979871,0,-1.51428865315435
"Oxidative phosphorylation",426,-0.492574547144373,0,-1.52084529887357
"Oxidative phosphorylation",427,-0.494739049308875,0,-1.52281613966698
"Oxidative phosphorylation",428,-0.496903551473377,0,-1.55357019933059
"Oxidative phosphorylation",429,-0.499068053637879,0,-1.58144039735337
"Oxidative phosphorylation",430,-0.501232555802381,0,-1.58208291847126
"Oxidative phosphorylation",431,-0.503397057966883,0,-1.59596068491646
"Oxidative phosphorylation",432,-0.505561560131386,0,-1.60121285754382
"Oxidative phosphorylation",433,-0.507726062295888,0,-1.60908596939553
"Oxidative phosphorylation",434,-0.50989056446039,0,-1.61287737597044
"Oxidative phosphorylation",435,-0.512055066624892,0,-1.63176590616936
"Oxidative phosphorylation",436,-0.514219568789394,0,-1.64562986278451
"Oxidative phosphorylation",437,-0.516384070953896,0,-1.64584767107251
"Oxidative phosphorylation",438,-0.518548573118399,0,-1.65069949740274
"Oxidative phosphorylation",439,-0.520713075282901,0,-1.65513631766414
"Oxidative phosphorylation",440,-0.522877577447403,0,-1.66056982593184
"Oxidative phosphorylation",441,-0.525042079611905,0,-1.66166095295567
"Oxidative phosphorylation",442,-0.527206581776407,0,-1.66557539343992
"Oxidative phosphorylation",443,-0.490183985022806,1,-1.66855244522309
"Oxidative phosphorylation",444,-0.492348487187309,0,-1.67319825849222
"Oxidative phosphorylation",445,-0.494512989351811,0,-1.68146707669772
"Oxidative phosphorylation",446,-0.496677491516313,0,-1.70340790957984
"Oxidative phosphorylation",447,-0.498841993680815,0,-1.70395950102405
"Oxidative phosphorylation",448,-0.501006495845317,0,-1.71744727468635
"Oxidative phosphorylation",449,-0.503170998009819,0,-1.72439502421718
"Oxidative phosphorylation",450,-0.505335500174321,0,-1.73484804883846
"Oxidative phosphorylation",451,-0.507500002338824,0,-1.75155980806321
"Oxidative phosphorylation",452,-0.509664504503326,0,-1.75518333318091
"Oxidative phosphorylation",453,-0.470611970822137,1,-1.7600386326107
"Oxidative phosphorylation",454,-0.472776472986639,0,-1.76226892769911
"Oxidative phosphorylation",455,-0.474940975151141,0,-1.77672116211518
"Oxidative phosphorylation",456,-0.477105477315643,0,-1.77678460897322
"Oxidative phosphorylation",457,-0.479269979480145,0,-1.78457357025586
"Oxidative phosphorylation",458,-0.481434481644648,0,-1.78641431958793
"Oxidative phosphorylation",459,-0.48359898380915,0,-1.79651720408164
"Oxidative phosphorylation",460,-0.443548971915389,1,-1.804993467133
"Oxidative phosphorylation",461,-0.445713474079891,0,-1.80873750732415
"Oxidative phosphorylation",462,-0.447877976244393,0,-1.82030497173847
"Oxidative phosphorylation",463,-0.450042478408895,0,-1.8279478879317
"Oxidative phosphorylation",464,-0.409266403312773,1,-1.83771603761474
"Oxidative phosphorylation",465,-0.411430905477275,0,-1.86663102359792
"Oxidative phosphorylation",466,-0.413595407641777,0,-1.87263688554054
"Oxidative phosphorylation",467,-0.415759909806279,0,-1.87563709339402
"Oxidative phosphorylation",468,-0.417924411970782,0,-1.88223841123835
"Oxidative phosphorylation",469,-0.420088914135284,0,-1.8930628810075
"Oxidative phosphorylation",470,-0.422253416299786,0,-1.89964868478034
"Oxidative phosphorylation",471,-0.424417918464288,0,-1.90330211448374
"Oxidative phosphorylation",472,-0.381870694770396,1,-1.91753902635131
"Oxidative phosphorylation",473,-0.384035196934899,0,-1.9332418262583
"Oxidative phosphorylation",474,-0.386199699099401,0,-1.94432108265385
"Oxidative phosphorylation",475,-0.388364201263903,0,-1.96844469643064
"Oxidative phosphorylation",476,-0.390528703428405,0,-1.96893626387542
"Oxidative phosphorylation",477,-0.392693205592907,0,-1.96997793850669
"Oxidative phosphorylation",478,-0.348843991542539,1,-1.97621776267588
"Oxidative phosphorylation",479,-0.351008493707041,0,-2.00164136259624
"Oxidative phosphorylation",480,-0.30645603520978,1,-2.00791192635822
"Oxidative phosphorylation",481,-0.308620537374282,0,-2.02282739966929
"Oxidative phosphorylation",482,-0.263633515207865,1,-2.02749705372247
"Oxidative phosphorylation",483,-0.218228099056125,1,-2.04635343789032
"Oxidative phosphorylation",484,-0.220392601220627,0,-2.04660088635946
"Oxidative phosphorylation",485,-0.222557103385129,0,-2.05690975333201
"Oxidative phosphorylation",486,-0.224721605549632,0,-2.07076570609441
"Oxidative phosphorylation",487,-0.226886107714134,0,-2.07411882211875
"Oxidative phosphorylation",488,-0.229050609878636,0,-2.08243661479328
"Oxidative phosphorylation",489,-0.231215112043138,0,-2.09259309444474
"Oxidative phosphorylation",490,-0.18473332404891,1,-2.09486388899958
"Oxidative phosphorylation",491,-0.137787135241253,1,-2.11579373133254
"Oxidative phosphorylation",492,-0.139951637405755,0,-2.11628484978525
"Oxidative phosphorylation",493,-0.142116139570257,0,-2.13357288625936
"Oxidative phosphorylation",494,-0.0940110463007043,1,-2.16802380278177
"Oxidative phosphorylation",495,-0.0961755484652065,0,-2.17099147879639
"Oxidative phosphorylation",496,-0.0983400506297086,0,-2.22282368425601
"Oxidative phosphorylation",497,-0.100504552794211,0,-2.23151653548374
"Oxidative phosphorylation",498,-0.0505593346300251,1,-2.25095544890291
"Oxidative phosphorylation",499,0.00216450216450653,1,-2.37618358837844
"Oxidative phosphorylation",500,4.3606611377367e-15,0,-2.45253759900711
